mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,source_3_path,source_3_gain,source_4_path,source_4_gain,source_5_path,source_5_gain,source_6_path,source_6_gain,source_7_path,source_7_gain,source_8_path,source_8_gain,source_9_path,source_9_gain,source_10_path,source_10_gain,noise_path,noise_gain
4014-186175-0021_6818-68772-0018_1898-145724-0037_254-12312-0015_3947-13260-0042_1594-135914-0027_7226-86964-0038_5688-15787-0036_2691-156755-0018_5750-100289-0031,train-clean-100/4014/186175/4014-186175-0021.flac,0.6492261818283817,train-clean-100/6818/68772/6818-68772-0018.flac,0.6151549796566769,train-clean-100/1898/145724/1898-145724-0037.flac,1.237331733179097,train-clean-100/254/12312/254-12312-0015.flac,0.5550570491942411,train-clean-100/3947/13260/3947-13260-0042.flac,0.3932586882489701,train-clean-100/1594/135914/1594-135914-0027.flac,0.7737318175226071,train-clean-100/7226/86964/7226-86964-0038.flac,0.6367480820795494,train-clean-100/5688/15787/5688-15787-0036.flac,0.3909415620776713,train-clean-100/2691/156755/2691-156755-0018.flac,0.7604360572249752,train-clean-100/5750/100289/5750-100289-0031.flac,0.3068088599552336,tr/40do030y_2.1314_01yc0204_-2.1314.wav,1.2548161791399342
6415-116629-0030_196-122150-0037_289-121665-0008_7859-102518-0005_6848-252323-0024_2514-149482-0008_163-122947-0018_7517-100429-0017_5022-29411-0021_8629-261139-0036,train-clean-100/6415/116629/6415-116629-0030.flac,0.6924390151974095,train-clean-100/196/122150/196-122150-0037.flac,0.6192495465790891,train-clean-100/289/121665/289-121665-0008.flac,0.7694180217542193,train-clean-100/7859/102518/7859-102518-0005.flac,0.7516609945338384,train-clean-100/6848/252323/6848-252323-0024.flac,0.5158876087739592,train-clean-100/2514/149482/2514-149482-0008.flac,0.519641873904398,train-clean-100/163/122947/163-122947-0018.flac,1.4358172049272022,train-clean-100/7517/100429/7517-100429-0017.flac,0.6441621114761907,train-clean-100/5022/29411/5022-29411-0021.flac,0.8172543615593754,train-clean-100/8629/261139/8629-261139-0036.flac,0.8091578970495552,tr/20pa0114_1.8811_40lo030l_-1.8811.wav,0.9193234256336783
4788-94904-0035_5808-54425-0027_481-123719-0000_5163-39921-0046_27-124992-0075_1455-134435-0008_6209-34600-0034_311-124404-0001_7447-91187-0039_6563-63821-0046,train-clean-100/4788/94904/4788-94904-0035.flac,0.4641574024229332,train-clean-100/5808/54425/5808-54425-0027.flac,0.31771847713655166,train-clean-100/481/123719/481-123719-0000.flac,0.43428337512116333,train-clean-100/5163/39921/5163-39921-0046.flac,0.9751456477897819,train-clean-100/27/124992/27-124992-0075.flac,1.0161930378102377,train-clean-100/1455/134435/1455-134435-0008.flac,1.2228171906477387,train-clean-100/6209/34600/6209-34600-0034.flac,0.7063032459207791,train-clean-100/311/124404/311-124404-0001.flac,2.1564541031223623,train-clean-100/7447/91187/7447-91187-0039.flac,0.9235700869993543,train-clean-100/6563/63821/6563-63821-0046.flac,0.6956713184951779,tr/401o0315_0.50532_20fa0106_-0.50532.wav,1.0944377194816808
4830-25898-0005_2002-139469-0020_201-127786-0013_6880-216547-0087_1455-134435-0060_8838-298546-0025_5703-47212-0046_2691-156750-0012_1069-133709-0043_3168-173564-0000,train-clean-100/4830/25898/4830-25898-0005.flac,0.483518987277821,train-clean-100/2002/139469/2002-139469-0020.flac,0.45367097801243056,train-clean-100/201/127786/201-127786-0013.flac,0.5730896587874507,train-clean-100/6880/216547/6880-216547-0087.flac,0.3494125900212341,train-clean-100/1455/134435/1455-134435-0060.flac,0.5375385873884377,train-clean-100/8838/298546/8838-298546-0025.flac,0.3266593132632502,train-clean-100/5703/47212/5703-47212-0046.flac,0.23092988137219833,train-clean-100/2691/156750/2691-156750-0012.flac,0.7049840711556145,train-clean-100/1069/133709/1069-133709-0043.flac,0.8087925901959742,train-clean-100/3168/173564/3168-173564-0000.flac,0.6561553521090221,tr/022o0310_1.6528_014o030n_-1.6528.wav,0.4545458272088393
7226-86965-0024_1502-122619-0006_4406-16882-0052_8098-278252-0005_2514-149482-0054_7067-76047-0001_1723-141149-0064_328-129766-0074_6385-34669-0011_322-124147-0068,train-clean-100/7226/86965/7226-86965-0024.flac,0.5273431531030626,train-clean-100/1502/122619/1502-122619-0006.flac,0.36402889688098944,train-clean-100/4406/16882/4406-16882-0052.flac,0.8555245950954093,train-clean-100/8098/278252/8098-278252-0005.flac,0.6703032829160894,train-clean-100/2514/149482/2514-149482-0054.flac,0.5538151833062686,train-clean-100/7067/76047/7067-76047-0001.flac,0.9651873635831851,train-clean-100/1723/141149/1723-141149-0064.flac,0.6726138003157095,train-clean-100/328/129766/328-129766-0074.flac,0.4222749146666658,train-clean-100/6385/34669/6385-34669-0011.flac,0.5258255593597301,train-clean-100/322/124147/322-124147-0068.flac,0.648512484581646,tr/017a010v_2.377_01jo030q_-2.377.wav,2.264141567828432
887-123289-0007_4406-16883-0024_4481-17498-0029_8123-275193-0019_3436-172171-0040_7517-100442-0031_19-227-0041_1867-154075-0003_3526-175658-0003_311-124404-0073,train-clean-100/887/123289/887-123289-0007.flac,0.5484074382381343,train-clean-100/4406/16883/4406-16883-0024.flac,0.9569717016360227,train-clean-100/4481/17498/4481-17498-0029.flac,0.4920704082528926,train-clean-100/8123/275193/8123-275193-0019.flac,0.30529001297352143,train-clean-100/3436/172171/3436-172171-0040.flac,0.35655665815414994,train-clean-100/7517/100442/7517-100442-0031.flac,0.5331643185960719,train-clean-100/19/227/19-227-0041.flac,0.2847354097101435,train-clean-100/1867/154075/1867-154075-0003.flac,0.4751451001344549,train-clean-100/3526/175658/3526-175658-0003.flac,0.48986804344338486,train-clean-100/311/124404/311-124404-0073.flac,0.8855038250240828,tr/01vo030f_1.0972_01no0306_-1.0972.wav,1.9547644928149548
7800-283492-0000_7780-274562-0013_5022-29411-0059_412-126975-0089_1926-147979-0007_1553-140048-0014_1334-135589-0077_6385-34655-0015_2989-138035-0028_460-172359-0068,train-clean-100/7800/283492/7800-283492-0000.flac,0.658209623966694,train-clean-100/7780/274562/7780-274562-0013.flac,0.6905024081580089,train-clean-100/5022/29411/5022-29411-0059.flac,0.7367107259854189,train-clean-100/412/126975/412-126975-0089.flac,0.3996519026245255,train-clean-100/1926/147979/1926-147979-0007.flac,0.4284909332163959,train-clean-100/1553/140048/1553-140048-0014.flac,0.8634337778428494,train-clean-100/1334/135589/1334-135589-0077.flac,0.8087195136630886,train-clean-100/6385/34655/6385-34655-0015.flac,0.6046237945988168,train-clean-100/2989/138035/2989-138035-0028.flac,0.7695455504523523,train-clean-100/460/172359/460-172359-0068.flac,0.6129246980684293,tr/20vo0103_0.75461_01zo030j_-0.75461.wav,4.185934550132122
8051-118101-0002_5390-30096-0032_196-122152-0031_1553-140048-0031_6529-62556-0020_1235-135883-0040_332-128985-0068_374-180299-0029_831-130739-0026_3440-171009-0060,train-clean-100/8051/118101/8051-118101-0002.flac,0.9941229242263349,train-clean-100/5390/30096/5390-30096-0032.flac,0.4299329822236583,train-clean-100/196/122152/196-122152-0031.flac,0.5822719896664003,train-clean-100/1553/140048/1553-140048-0031.flac,0.6850581159778332,train-clean-100/6529/62556/6529-62556-0020.flac,0.6410129049304762,train-clean-100/1235/135883/1235-135883-0040.flac,2.1182112678822316,train-clean-100/332/128985/332-128985-0068.flac,0.3632507033293461,train-clean-100/374/180299/374-180299-0029.flac,0.8119427549398168,train-clean-100/831/130739/831-130739-0026.flac,0.36085394312016406,train-clean-100/3440/171009/3440-171009-0060.flac,0.5093193673721504,tr/025o0302_1.163_026a010b_-1.163.wav,1.9330085620820103
403-128339-0003_8609-283227-0024_1737-146161-0002_4481-17498-0015_322-124147-0076_481-123720-0079_6531-61334-0032_211-122425-0002_3235-28452-0032_1235-135883-0042,train-clean-100/403/128339/403-128339-0003.flac,0.594164074456075,train-clean-100/8609/283227/8609-283227-0024.flac,0.42601570391889015,train-clean-100/1737/146161/1737-146161-0002.flac,0.5193121955599209,train-clean-100/4481/17498/4481-17498-0015.flac,0.4732676163293464,train-clean-100/322/124147/322-124147-0076.flac,0.7596529704150525,train-clean-100/481/123720/481-123720-0079.flac,0.6173784158623928,train-clean-100/6531/61334/6531-61334-0032.flac,1.1336215723743102,train-clean-100/211/122425/211-122425-0002.flac,0.8022505093506956,train-clean-100/3235/28452/3235-28452-0032.flac,0.6508412937236105,train-clean-100/1235/135883/1235-135883-0042.flac,1.080194354922789,tr/01zo030y_1.8324_40mc020y_-1.8324.wav,2.202455039542375
196-122150-0000_6848-252323-0029_1594-135914-0106_2002-139469-0018_1992-141719-0044_2952-408-0001_4018-107312-0002_298-126791-0051_6818-68772-0041_8468-286673-0011,train-clean-100/196/122150/196-122150-0000.flac,1.0996659989298563,train-clean-100/6848/252323/6848-252323-0029.flac,0.6875381429075376,train-clean-100/1594/135914/1594-135914-0106.flac,1.5888116488158728,train-clean-100/2002/139469/2002-139469-0018.flac,0.8494270488702778,train-clean-100/1992/141719/1992-141719-0044.flac,0.5145466881193264,train-clean-100/2952/408/2952-408-0001.flac,0.352851214249266,train-clean-100/4018/107312/4018-107312-0002.flac,0.634687183273953,train-clean-100/298/126791/298-126791-0051.flac,0.8644954554327172,train-clean-100/6818/68772/6818-68772-0041.flac,0.6239104799520603,train-clean-100/8468/286673/8468-286673-0011.flac,0.3452701884472161,tr/027o0309_1.4765_01uo0303_-1.4765.wav,0.5354611300671352
