mixture_ID,source_1_path,source_1_gain,noise_path,noise_gain
696-92939-0014,train-clean-100/696/92939/696-92939-0014.flac,0.6939337864066486,tr/01ba010g_0.4859_40io0310_-0.4859sp08.wav,2.1253490404309225
6925-80680-0004,train-clean-100/6925/80680/6925-80680-0004.flac,0.31018846955196927,tr/01so0312_1.5272_401o030h_-1.5272.wav,1.4546045147697
3879-174923-0017,train-clean-100/3879/174923/3879-174923-0017.flac,0.42122370203165144,tr/01sc020a_0.23601_016o030x_-0.23601sp08.wav,0.9369943223710312
4297-13009-0000,train-clean-100/4297/13009/4297-13009-0000.flac,0.7048031695156362,tr/025o031e_0.37731_01eo030a_-0.37731.wav,1.5099822164633072
2518-154825-0032,train-clean-100/2518/154825/2518-154825-0032.flac,0.9674319082458319,tr/022o0303_1.6552_208o010c_-1.6552sp08.wav,1.265254261635816
6147-34605-0036,train-clean-100/6147/34605/6147-34605-0036.flac,0.5618341609591372,tr/20mo0101_1.4232_01io030g_-1.4232.wav,1.0892037140987292
2952-410-0022,train-clean-100/2952/410/2952-410-0022.flac,0.6663166942892913,tr/20pa010z_0.96354_20ec010e_-0.96354.wav,1.7775030192368397
2436-2481-0003,train-clean-100/2436/2481/2436-2481-0003.flac,0.40869400966349884,tr/01dc020f_0.13594_01nc020c_-0.13594sp08.wav,1.0209573508916727
6209-34601-0023,train-clean-100/6209/34601/6209-34601-0023.flac,0.5308800337583378,tr/011o030w_1.6743_01oc020f_-1.6743sp08.wav,5.587996945294422
909-131044-0008,train-clean-100/909/131044/909-131044-0008.flac,0.5606932690013401,tr/027c0208_1.6297_024o030l_-1.6297sp08.wav,3.3627235867371814
7067-76047-0001,train-clean-100/7067/76047/7067-76047-0001.flac,0.9732634431802231,tr/016o0304_0.93367_011o030d_-0.93367sp08.wav,0.5785737061120139
6385-34655-0031,train-clean-100/6385/34655/6385-34655-0031.flac,0.48359301696185614,tr/40ha010v_0.082957_01zc020z_-0.082957sp08.wav,1.482569099114168
2092-145706-0014,train-clean-100/2092/145706/2092-145706-0014.flac,0.9287536056230374,tr/403c0211_1.3264_01ao030d_-1.3264sp12.wav,2.036225064654134
3664-178355-0010,train-clean-100/3664/178355/3664-178355-0010.flac,0.2976728350663082,tr/206c0103_0.45018_20hc010i_-0.45018.wav,1.1003048459939035
226-131532-0029,train-clean-100/226/131532/226-131532-0029.flac,0.570839701619217,tr/01fc0205_2.4057_025o030q_-2.4057sp08.wav,0.7881763023972873
328-129766-0056,train-clean-100/328/129766/328-129766-0056.flac,0.950857163799641,tr/01ko030x_0.35055_01ua010z_-0.35055sp08.wav,1.9794056362019252
196-122150-0011,train-clean-100/196/122150/196-122150-0011.flac,1.2583324915720902,tr/02ao0318_0.13447_01ko031e_-0.13447.wav,1.5993678505761617
198-126831-0013,train-clean-100/198/126831/198-126831-0013.flac,2.247830403421351,tr/40kc020q_2.0081_01mo0312_-2.0081.wav,0.32309529148123156
26-495-0055,train-clean-100/26/495/26-495-0055.flac,0.5232260826011803,tr/40mo0304_1.4889_40ea010n_-1.4889sp08.wav,1.352323049638938
19-198-0022,train-clean-100/19/198/19-198-0022.flac,0.3841043119943541,tr/40nc0217_1.4889_02dc020t_-1.4889sp08.wav,2.030645368120821
3240-131231-0042,train-clean-100/3240/131231/3240-131231-0042.flac,0.7078958168745394,tr/01ca0106_1.6445_011a0109_-1.6445sp12.wav,7.261290564971578
1116-137572-0001,train-clean-100/1116/137572/1116-137572-0001.flac,1.175491100403116,tr/02do030y_1.8242_025o030p_-1.8242sp08.wav,0.4685881157697726
8063-274116-0032,train-clean-100/8063/274116/8063-274116-0032.flac,0.30972257153346455,tr/02eo030z_1.7629_01io030x_-1.7629sp08.wav,1.6148386029062352
7078-271888-0002,train-clean-100/7078/271888/7078-271888-0002.flac,0.6488295729710887,tr/02ba0113_1.9617_01ko0301_-1.9617sp12.wav,2.9565343847359964
5393-19218-0051,train-clean-100/5393/19218/5393-19218-0051.flac,0.39169764317602923,tr/208c0104_2.4778_403o030h_-2.4778.wav,0.706319151066693
8975-270782-0016,train-clean-100/8975/270782/8975-270782-0016.flac,0.442107109277315,tr/026o030c_0.51964_20fa0106_-0.51964sp08.wav,2.3453793478090073
200-124140-0017,train-clean-100/200/124140/200-124140-0017.flac,0.9884221467107219,tr/20oa0109_0.96302_01so030y_-0.96302sp08.wav,2.4733944096955
3486-166446-0006,train-clean-100/3486/166446/3486-166446-0006.flac,0.1484691499210297,tr/20dc0101_1.2639_20ko010h_-1.2639sp08.wav,1.2923012968647452
6064-56168-0019,train-clean-100/6064/56168/6064-56168-0019.flac,0.46735554811734875,tr/20ao010c_2.003_01cc0203_-2.003sp08.wav,0.45334029197163656
4898-20016-0039,train-clean-100/4898/20016/4898-20016-0039.flac,0.3396486942674988,tr/01zo031e_2.1714_01ya010k_-2.1714.wav,4.403819088368404
696-93314-0005,train-clean-100/696/93314/696-93314-0005.flac,0.5608282082087831,tr/02ac021a_2.1745_026o030h_-2.1745.wav,3.3849403633879485
6385-220959-0029,train-clean-100/6385/220959/6385-220959-0029.flac,0.4853060857627248,tr/025c0201_0.89273_40ga010m_-0.89273sp08.wav,2.0279884299990036
3240-131231-0082,train-clean-100/3240/131231/3240-131231-0082.flac,0.439233630412055,tr/20lc0108_2.3637_409o030l_-2.3637sp08.wav,1.2610868595797637
5867-48852-0104,train-clean-100/5867/48852/5867-48852-0104.flac,1.0202764237861768,tr/406c020p_2.4197_01io0314_-2.4197sp08.wav,1.7216203297242636
7402-90848-0037,train-clean-100/7402/90848/7402-90848-0037.flac,0.40248638698641076,tr/40bc0212_0.43953_20dc010l_-0.43953sp08.wav,1.3833575117019303
2910-131096-0018,train-clean-100/2910/131096/2910-131096-0018.flac,0.7522350611292259,tr/01bo030p_1.2152_40aa0114_-1.2152.wav,0.9606968775437102
2391-145015-0043,train-clean-100/2391/145015/2391-145015-0043.flac,0.6110344506639971,tr/02bo0303_0.70315_407a010k_-0.70315.wav,2.781607868923817
4441-76263-0013,train-clean-100/4441/76263/4441-76263-0013.flac,0.9957555010012262,tr/20oc0104_1.9448_406c0217_-1.9448.wav,2.2227051336318073
6848-252323-0005,train-clean-100/6848/252323/6848-252323-0005.flac,0.6601507031917585,tr/01ua010y_2.2341_40gc020s_-2.2341sp08.wav,1.940581916750859
4214-7146-0051,train-clean-100/4214/7146/4214-7146-0051.flac,0.46598264352004204,tr/206o010g_0.94358_027c0202_-0.94358sp08.wav,1.6518070510170137
7059-77897-0019,train-clean-100/7059/77897/7059-77897-0019.flac,0.40434548201868215,tr/011o0319_0.77846_20na010u_-0.77846sp08.wav,3.5315256250007816
1455-138263-0045,train-clean-100/1455/138263/1455-138263-0045.flac,0.66127890765417,tr/013o030f_2.1527_20va010i_-2.1527sp08.wav,1.2554069876032805
4813-248638-0018,train-clean-100/4813/248638/4813-248638-0018.flac,0.7185236149002141,tr/01lo030c_2.3604_02co0316_-2.3604.wav,1.3615918019836122
1898-145715-0027,train-clean-100/1898/145715/1898-145715-0027.flac,1.688654538816931,tr/20ro010c_1.7349_01ic020k_-1.7349sp08.wav,1.4850174210931721
2691-156745-0023,train-clean-100/2691/156745/2691-156745-0023.flac,0.597875061105973,tr/01tc0208_0.33548_01gc0219_-0.33548sp08.wav,1.0738278628828013
211-122442-0002,train-clean-100/211/122442/211-122442-0002.flac,0.8851593102296714,tr/40ma0114_0.071977_01dc0219_-0.071977sp08.wav,2.8243019448562543
7059-88364-0017,train-clean-100/7059/88364/7059-88364-0017.flac,0.39043912668256037,tr/40ko030z_1.4279_020o030m_-1.4279.wav,2.1327493284599677
8108-274318-0014,train-clean-100/8108/274318/8108-274318-0014.flac,0.8000290459207008,tr/407c021d_0.51444_20pa010p_-0.51444sp08.wav,2.5229025109001557
8630-305212-0006,train-clean-100/8630/305212/8630-305212-0006.flac,0.5931636706479902,tr/401o0306_2.0748_01bo0302_-2.0748sp08.wav,1.8272482171915527
4297-13006-0020,train-clean-100/4297/13006/4297-13006-0020.flac,0.4516350593207582,tr/205a0105_0.5808_02eo031e_-0.5808sp08.wav,1.3700802306728646
8098-278252-0019,train-clean-100/8098/278252/8098-278252-0019.flac,0.437035829841197,tr/40go0310_1.4016_407o0306_-1.4016sp12.wav,0.25799286380068653
2384-152900-0041,train-clean-100/2384/152900/2384-152900-0041.flac,0.5571246771149352,tr/01gc020a_0.63903_023a010m_-0.63903sp08.wav,1.6867018997497523
3830-12530-0037,train-clean-100/3830/12530/3830-12530-0037.flac,0.9180497947889295,tr/017c020f_0.56898_01yc020j_-0.56898.wav,1.6567057331676018
311-124404-0087,train-clean-100/311/124404/311-124404-0087.flac,1.1230310334970064,tr/01fo030v_0.46626_20rc010k_-0.46626sp08.wav,2.047790525892685
4340-15220-0040,train-clean-100/4340/15220/4340-15220-0040.flac,0.9311400585271455,tr/01ko0308_0.9444_01pc020x_-0.9444sp08.wav,1.1354913633906096
4014-186183-0030,train-clean-100/4014/186183/4014-186183-0030.flac,0.611055014938502,tr/011o0317_1.704_017a0104_-1.704sp08.wav,1.3136877918661989
2989-138028-0059,train-clean-100/2989/138028/2989-138028-0059.flac,0.6206091063060977,tr/018o030l_0.83476_20so0103_-0.83476.wav,0.9405151025624874
4813-248638-0053,train-clean-100/4813/248638/4813-248638-0053.flac,0.4621979001149456,tr/026o030f_2.1564_20eo010l_-2.1564sp08.wav,1.6271359866816886
3699-19402-0010,train-clean-100/3699/19402/3699-19402-0010.flac,0.5333728179227668,tr/20cc010f_1.0258_20ko0103_-1.0258.wav,1.3785691211771176
911-128684-0033,train-clean-100/911/128684/911-128684-0033.flac,1.2681659418122728,tr/014o030u_0.84842_02ac020p_-0.84842sp08.wav,2.691606283123735
8051-295385-0010,train-clean-100/8051/295385/8051-295385-0010.flac,0.4026544711210142,tr/20so010l_0.041594_01xc021d_-0.041594sp08.wav,2.2872712722159196
8975-270782-0113,train-clean-100/8975/270782/8975-270782-0113.flac,0.8121165069539358,tr/20aa010t_2.257_026o0304_-2.257sp08.wav,0.7076673509604252
6147-34606-0029,train-clean-100/6147/34606/6147-34606-0029.flac,0.5331344046096458,tr/40fo0318_0.57632_40lc0206_-0.57632sp08.wav,0.5783818968476265
233-134440-0018,train-clean-100/233/134440/233-134440-0018.flac,0.5477781300743221,tr/027c0212_1.362_01ro030s_-1.362sp08.wav,3.063975096761633
4481-17498-0012,train-clean-100/4481/17498/4481-17498-0012.flac,0.3499452468001971,tr/206c010h_0.14689_01ea010h_-0.14689sp08.wav,4.091903667946938
8770-295463-0027,train-clean-100/8770/295463/8770-295463-0027.flac,0.4326227015583529,tr/408c020a_1.9805_01tc0207_-1.9805.wav,2.1728329681017953
8609-283227-0037,train-clean-100/8609/283227/8609-283227-0037.flac,1.0648614089021573,tr/20qo010o_0.70834_20la010k_-0.70834sp08.wav,0.4990736848636484
3240-131232-0035,train-clean-100/3240/131232/3240-131232-0035.flac,0.3720822755083185,tr/40lo030u_2.3344_20ba010a_-2.3344.wav,1.2727141344540982
6836-61804-0022,train-clean-100/6836/61804/6836-61804-0022.flac,0.8446034228698928,tr/01mo031b_0.87143_01za010j_-0.87143sp08.wav,0.49783089587825347
1867-154075-0004,train-clean-100/1867/154075/1867-154075-0004.flac,0.4291757640211607,tr/20mo010f_1.103_01pc020m_-1.103sp08.wav,1.405975095291939
5652-19215-0036,train-clean-100/5652/19215/5652-19215-0036.flac,0.8171521384972603,tr/40jo0310_1.856_40bo0316_-1.856sp08.wav,2.2951393123444648
3947-13262-0046,train-clean-100/3947/13262/3947-13262-0046.flac,0.545261562169845,tr/40eo030h_2.0137_20ka0101_-2.0137sp12.wav,1.10097229426783
6476-57446-0062,train-clean-100/6476/57446/6476-57446-0062.flac,0.5462933772364598,tr/01bc0218_1.4687_20no0107_-1.4687sp08.wav,2.2104258599050404
7113-86041-0083,train-clean-100/7113/86041/7113-86041-0083.flac,0.8815037634857802,tr/023o0311_0.38546_021a0109_-0.38546sp08.wav,0.6303349715776156
458-126305-0012,train-clean-100/458/126305/458-126305-0012.flac,0.3986023073953907,tr/025o030q_1.8907_01pa0103_-1.8907.wav,1.008844378642664
8975-270782-0018,train-clean-100/8975/270782/8975-270782-0018.flac,0.47833186473093553,tr/20po010p_0.086517_01sc021e_-0.086517sp08.wav,0.6139518517181051
5750-35690-0027,train-clean-100/5750/35690/5750-35690-0027.flac,0.6222282617435508,tr/206a0104_1.5389_025o0314_-1.5389sp08.wav,2.8379380794496627
5688-41232-0007,train-clean-100/5688/41232/5688-41232-0007.flac,0.49316921790420654,tr/407c021e_2.2205_20to010g_-2.2205.wav,2.8064439265812453
7190-90543-0020,train-clean-100/7190/90543/7190-90543-0020.flac,0.4592987710967547,tr/02ba0113_1.9617_01ko0301_-1.9617sp12.wav,2.939347754364891
8095-274348-0007,train-clean-100/8095/274348/8095-274348-0007.flac,0.36936849052477394,tr/01sc0203_0.63877_40kc021c_-0.63877sp08.wav,4.577145580580724
2843-152918-0071,train-clean-100/2843/152918/2843-152918-0071.flac,1.663478491242434,tr/40do030l_0.99604_20ea0103_-0.99604sp08.wav,2.6590120769772994
5561-41616-0010,train-clean-100/5561/41616/5561-41616-0010.flac,0.5462655999921686,tr/01co0301_0.51699_20fa010e_-0.51699sp08.wav,5.298374637240662
1578-140049-0002,train-clean-100/1578/140049/1578-140049-0002.flac,0.7882587959845001,tr/01rc021d_1.9939_01eo030y_-1.9939sp12.wav,2.292547718908187
60-121082-0004,train-clean-100/60/121082/60-121082-0004.flac,1.1233458503080531,tr/01co0304_1.6956_02do0305_-1.6956sp08.wav,0.4253029844034443
233-155990-0014,train-clean-100/233/155990/233-155990-0014.flac,1.3571768776207689,tr/01ia0114_0.59394_02ao031c_-0.59394sp08.wav,2.915656319756901
